SALE_CD,REAL_POWER,EQUIP_ID,MOLD_POS,IN_RADIUS,OUT_RADIUS,MFG_DT,CP,AX,MOLD_IN_TOP,MOLD_IN_BOT,MOLD_OUT_TOP,MOLD_OUT_BOT,variable,y
SALES 35,-4,EQUIP36,6,-7.3169,7.9825,11/21/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0500,CORE2 C 04. A-05,POWER1,-4
SALES 57,-1,EQUIP32,1,-7.336,7.5669,11/21/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M0175,CORE3 C 03. D-01,POWER1,-1
SALES 57,-3.5,EQUIP13,5,-7.332,7.9846,11/4/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M0525,CORE3 C 03. B-05,POWER1,-3.5
SALES 57,-8,EQUIP5,4,-7.3347,9.3328,11/25/2020,,,CORE3 C 01. 0660,CORE3 C 01. P2+3,CORE3 C 03. M1350,CORE3 C 03. C-13,POWER1,-8.25
SALES 58,-1,EQUIP13,3,-6.4917,6.5916,8/7/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M0175,CORE3 C 03. D-01,POWER1,-1.12
SALES 58,-2,EQUIP5,4,-7.3431,7.8855,11/21/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M0425,CORE3 C 03. B-04,POWER1,-2
SALES 58,-2.25,EQUIP5,4,-7.3507,7.9886,11/16/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M0500,CORE3 C 03. A-05,POWER1,-2
SALES 58,-3.5,EQUIP19,7,-7.3402,8.0207,11/16/2020,,,CORE3 C 01. 0660,CORE3 C 01. P2+1,CORE3 C 03. M0525,CORE3 C 03. B-05,POWER1,-3.5
SALES 57,-3.5,EQUIP19,7,-7.3338,8.0087,11/18/2020,,,CORE3 C 01. 0660,CORE3 C 01. P2+1,CORE3 C 03. M0525,CORE3 C 03. B-05,POWER1,-3.5
SALES 36,-5.25,EQUIP27,8,-6.473,6.9699,8/7/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0725,CORE2 C 04. B-07,POWER1,-5.25
SALES 36,-7,EQUIP13,4,-7.3146,8.6549,8/13/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0950,CORE2 C 04. C-09,POWER1,-7
SALES 24,-1,EQUIP16,2,-7.3172,7.5552,11/13/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0150,CORE2 C 04. C-01,POWER1,-1
SALES 24,-2.75,EQUIP16,1,-7.3311,7.8245,11/19/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0375,CORE2 C 04. D-03,POWER1,-2.75
SALES 24,-3.25,EQUIP16,2,-7.3378,7.969,11/21/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0425,CORE2 C 04. A-05,POWER1,-3.25
SALES 24,-4.25,EQUIP13,2,-7.3218,8.0681,11/19/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+0,CORE2 C 04. M0575,CORE2 C 04. D-05,POWER1,-4.25
SALES 24,-5,EQUIP13,5,-7.3434,8.203,11/19/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+0,CORE2 C 04. M0650,CORE2 C 04. C-06,POWER1,-5
SALES 24,-5.25,EQUIP33,1,-7.3205,8.3151,11/14/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0725,CORE2 C 04. B-07,POWER1,-5.25
SALES 24,-5.25,EQUIP33,2,-7.3226,8.3009,11/14/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0725,CORE2 C 04. B-07,POWER1,-5.25
SALES 24,-6,EQUIP33,2,-7.3265,8.444,11/20/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+0,CORE2 C 04. M0825,CORE2 C 04. B-08,POWER1,-6
SALES 24,-6.5,EQUIP33,5,-7.3345,8.6253,11/20/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+0,CORE2 C 04. M0925,CORE2 C 04. B-09,POWER1,-6.5
SALES 24,-7,EQUIP13,6,-7.3312,8.6443,10/26/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0975,CORE2 C 04. D-09,POWER1,-7
SALES 24,-8,EQUIP33,6,-7.3269,8.9566,11/21/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M1150,CORE2 C 04. C-11,POWER1,-8.25
SALES 166,-0.5,EQUIP32,4,-7.3262,7.4276,3/7/2020,,,CORE2 C 03. 0660,CORE2 C 03. M3-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,-0.5
SALES 158,-4.25,EQUIP32,2,-7.3024,8.0367,10/21/2020,,,CORE2 C 03. 0660,CORE2 C 03. M1-1,CORE2 C 04. M0550,CORE2 C 04. C-05,POWER1,-4.37
SALES 159,-2.5,EQUIP16,8,-7.352,7.7711,10/19/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+1,CORE3 C 03. M0350,CORE3 C 03. C-03,POWER1,-2.5
SALES 66,0,EQUIP12,2,-7.3507,7.4407,9/5/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 66,0,EQUIP12,2,-7.3207,8.185,9/4/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0.12
SALES 66,-1.5,EQUIP12,5,-7.3321,8.3297,9/4/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+0,CORE2 C 04. M0225,CORE2 C 04. B-02,POWER1,-1.5
SALES 66,-5.75,EQUIP12,5,-7.3274,8.3213,9/2/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+0,CORE2 C 04. M0750,CORE2 C 04. C-07,POWER1,-5.75
SALES 66,-6,EQUIP12,2,-7.3435,8.477,9/2/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0850,CORE2 C 04. C-08,POWER1,-6.25
SALES 66,-9,EQUIP18,8,-7.3368,8.9549,9/3/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M1150,CORE2 C 04. C-11,POWER1,-9
SALES 67,0,EQUIP37,6,-7.3446,7.4195,9/7/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 67,-0.75,EQUIP16,1,-7.3345,7.5816,9/3/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0175,CORE2 C 04. D-01,POWER1,-0.87
SALES 67,-1.75,EQUIP32,8,-7.3284,7.6675,8/16/2020,,,CORE2 C 03. 0660,CORE2 C 03. M1-3,CORE2 C 04. M0250,CORE2 C 04. C-02,POWER1,-1.87
SALES 67,-3.5,EQUIP32,3,-7.3071,7.8836,8/17/2020,,,CORE2 C 03. 0660,CORE2 C 03. M1-3,CORE2 C 04. M0425,CORE2 C 04. B-04,POWER1,-3.5
SALES 67,-3.5,EQUIP32,6,-7.3199,7.9172,8/17/2020,,,CORE2 C 03. 0660,CORE2 C 03. M1-1,CORE2 C 04. M0450,CORE2 C 04. C-04,POWER1,-3.5
SALES 67,-8,EQUIP16,6,-7.3297,8.9337,9/4/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M1150,CORE2 C 04. C-11,POWER1,-8.12
SALES 160,-0.5,EQUIP35,2,-7.3378,7.4981,8/14/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0100,CORE2 C 04. A-01,POWER1,-0.62
SALES 160,-1.75,EQUIP37,6,-7.3396,7.6762,9/3/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0250,CORE2 C 04. C-02,POWER1,-1.75
SALES 160,-2.5,EQUIP35,3,0,7.6928,8/16/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0325,CORE2 C 04. B-03,POWER1,-2.5
SALES 160,-5.5,EQUIP35,6,-7.336,8.2909,8/19/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0725,CORE2 C 04. B-07,POWER1,-5.25
SALES 160,-7.5,EQUIP37,7,-7.3177,8.7803,9/2/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M1050,CORE2 C 04. C-10,POWER1,-7.62
SALES 26,-1.25,EQUIP12,7,-6.4267,6.7056,3/14/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0200,CORE1 A 8A. A-02,POWER1,-1.25
SALES 26,-2,EQUIP12,8,-6.479,6.8472,3/14/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0325,CORE1 A 8A. B-03,POWER1,-2.12
SALES 26,-2,EQUIP12,5,-6.4585,6.8242,3/14/2020,,,CORE1 A 02. 0570,CORE1 A 01. OK+2,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-2
SALES 89,0,EQUIP27,3,-7.3258,7.4536,8/17/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 89,0,EQUIP27,3,-6.3509,7.3174,8/17/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 89,-3.25,EQUIP27,1,-7.333,7.9449,8/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-2,CORE2 C 04. M0425,CORE2 C 04. D-04,POWER1,-3.12
SALES 149,-0.5,EQUIP32,1,-7.3306,7.4194,3/18/2020,,,CORE3 C 01. 0660,CORE3 C 01. M1+1,CORE3 C 03. M0050,CORE3 C 03. C-00,POWER1,-0.25
SALES 151,0,EQUIP12,4,-6.5354,6.804,10/23/2020,,,CORE3 C 01. 0660,CORE3 C 01. OK+2,CORE3 C 03. M0025,CORE3 C 03. B-00,POWER1,0
SALES 151,-4,EQUIP12,2,-7.3313,8.0704,10/28/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M0575,CORE3 C 03. D-05,POWER1,-4.12
SALES 151,-4.75,EQUIP12,5,-7.3326,8.2326,10/28/2020,,,CORE3 C 01. 0660,CORE3 C 01. OK+2,CORE3 C 03. M0700,CORE3 C 03. A-07,POWER1,-4.75
SALES 118,-2.75,EQUIP35,7,-6.479,6.9919,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+3,CORE1 A 05. M0475,CORE6 A 07. D-04,POWER1,-2.75
SALES 118,-7,EQUIP32,5,-6.4864,7.742,9/15/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+2,CORE1 A 05. M1150,CORE6 A 07. C-11,POWER1,-7
SALES 133,-6,EQUIP35,7,-6.4721,7.5609,9/23/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M1000,CORE6 A 07. A-10,POWER1,-6
SALES 37,-4.75,EQUIP27,8,-6.3652,7.1597,9/25/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0800,CORE1 B 02. A-08,POWER1,-4.75
SALES 18,0,EQUIP12,1,-6.4954,6.5478,9/11/2020,,,CORE1 A 02. 0570,CORE1 A 01. M1+2,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,0
SALES 38,-1,EQUIP12,6,-6.481,8.4492,9/14/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0150,CORE1 A 8A. C-01,POWER1,-0.87
SALES 38,-3.5,EQUIP12,8,-6.4776,7.0657,9/15/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-3.5
SALES 28,0,EQUIP13,3,-6.4982,6.6079,9/5/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,0
SALES 28,0,EQUIP13,1,-7.3424,7.4562,9/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,0.12
SALES 28,0,EQUIP13,8,-7.3433,7.4506,9/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0100,CORE1 A 8A. C-00,POWER1,0.12
SALES 28,-5,EQUIP12,4,-6.4735,6.5612,9/7/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+2,CORE1 B 02. M0850,CORE1 B 02. C-08,POWER1,-5
SALES 33,-6,EQUIP7,7,-6.3395,7.365,11/3/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+0,CORE1 B 02. M0975,CORE1 B 02. D-09,POWER1,-6.12
SALES 33,-6,EQUIP7,5,-6.3392,7.3694,11/3/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+0,CORE1 B 02. M0975,CORE1 B 02. D-09,POWER1,-6.12
SALES 19,-6,EQUIP7,8,-6.3419,7.3617,11/2/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0975,CORE1 B 02. D-09,POWER1,-6.12
SALES 39,0,EQUIP32,8,-6.4983,6.5868,2/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,-0.12
SALES 54,-0.5,EQUIP7,2,-6.4912,6.6212,10/30/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,-0.25
SALES 45,0,EQUIP7,2,-6.5255,6.6034,1/20/2021,,,CORE5 E 01. 0590,CORE5 E 01. M2+0,CORE5 E 02. M0050,CORE5 E 02. C-00,POWER1,0
SALES 45,0,EQUIP7,2,-6.5252,6.6205,10/21/2020,,,CORE5 E 01. 0590,CORE5 E 01. M2+0,CORE5 E 02. M0050,CORE5 E 02. C-00,POWER1,0
SALES 45,0,EQUIP7,5,-6.4929,6.5596,10/21/2020,,,CORE5 E 01. 0590,CORE5 E 01. M2+0,CORE5 E 02. M0000,CORE5 E 02. A-00,POWER1,0
SALES 45,-1.75,EQUIP7,5,-6.5087,6.8012,10/23/2020,,,CORE5 E 01. 0590,CORE5 E 01. M1-1,CORE5 E 02. M0250,CORE5 E 02. C-02,POWER1,-1.62
SALES 45,-2.5,EQUIP7,3,-6.525,6.9694,10/25/2020,,,CORE5 E 01. 0590,CORE5 E 01. M1-1,CORE5 E 02. M0425,CORE5 E 02. B-04,POWER1,-2.5
SALES 45,-2.75,EQUIP7,2,-6.5371,7.0237,10/23/2020,,,CORE5 E 01. 0590,CORE5 E 01. OK-1,CORE5 E 02. M0475,CORE5 E 02. D-04,POWER1,-2.75
SALES 82,-3,EQUIP34,6,-7.3625,8.0533,8/25/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0400,CORE2 C 04. A-04,POWER1,-3
SALES 82,-4.25,EQUIP34,5,-7.34,8.0481,8/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-2,CORE2 C 04. M0600,CORE2 C 04. C-05,POWER1,-4.25
SALES 82,-4.25,EQUIP34,6,-7.3162,8.0594,8/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0550,CORE2 C 04. C-05,POWER1,-4.25
SALES 82,-4.75,EQUIP34,7,-7.3204,8.129,8/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-2,CORE2 C 04. M0625,CORE2 C 04. B-06,POWER1,-4.75
SALES 83,0,EQUIP3,2,-7.325,7.3791,9/28/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0000,CORE2 C 04. A-00,POWER1,0
SALES 83,-1.25,EQUIP3,5,-6.3631,6.549,9/28/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+0,CORE2 C 04. M0125,CORE2 C 04. B-01,POWER1,-1.25
SALES 83,-5,EQUIP3,6,-7.3514,8.2885,9/24/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+1,CORE2 C 04. M0725,CORE2 C 04. B-07,POWER1,-5
SALES 83,-5.5,EQUIP3,6,-7.3549,8.4046,9/25/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0800,CORE2 C 04. A-08,POWER1,-5.5
SALES 84,-4.5,EQUIP28,2,-7.3323,7.9481,8/25/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0625,CORE2 C 04. B-06,POWER1,-4.5
SALES 84,-5.5,EQUIP28,5,-6.4703,6.6424,8/25/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0750,CORE2 C 04. C-07,POWER1,-5.62
SALES 84,-5.75,EQUIP28,7,-7.3265,8.3674,8/23/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0775,CORE2 C 04. D-07,POWER1,-5.75
SALES 85,-5,EQUIP14,2,-6.3536,7.1908,1/25/2021,,,CORE5 F 01. 0570,CORE5 F 01. P1+0,CORE5 F 02. M0850,CORE5 F 02. C-08,POWER1,-5.12
SALES 85,-6.5,EQUIP14,5,-6.3509,7.4649,1/25/2021,,,CORE5 F 01. 0570,CORE5 F 01. OK+1,CORE5 F 02. M1100,CORE5 F 02. A-11,POWER1,-6.62
SALES 21,0,EQUIP29,8,-6.5014,6.5801,11/4/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,-0.12
SALES 21,0,EQUIP26,3,-6.4773,6.5701,5/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,0
SALES 21,-1.75,EQUIP20,3,-6.4874,6.9289,1/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+0,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-1.75
SALES 21,-2.5,EQUIP29,2,-6.5016,6.9605,11/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0425,CORE1 A 08. B-04,POWER1,-2.5
SALES 21,-3,EQUIP29,6,-6.4787,7.0257,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-3.12
SALES 21,-3.5,EQUIP11,6,-6.4886,7.1087,10/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.37
SALES 21,-3.5,EQUIP11,7,-6.4935,7.0963,10/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.5
SALES 21,-4.5,EQUIP16,2,-6.3456,7.0798,2/24/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0725,CORE1 B 02. B-07,POWER1,-4.37
SALES 21,-4.5,EQUIP16,5,-6.3705,7.1074,2/24/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+2,CORE1 B 02. M0750,CORE1 B 02. C-07,POWER1,-4.5
SALES 21,-4.75,EQUIP29,2,-6.3628,7.1908,11/1/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-4.75
SALES 21,-5.25,EQUIP16,6,-6.3551,7.2465,1/9/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M0875,CORE1 B 02. D-08,POWER1,-5.25
SALES 21,-6,EQUIP4,4,-6.4872,6.604,1/17/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1000,CORE1 B 02. A-10,POWER1,-6.25
SALES 21,-6.5,EQUIP4,8,-6.3721,7.506,1/21/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1100,CORE1 B 02. A-11,POWER1,-6.5
SALES 22,0,EQUIP25,1,-6.4908,6.5692,1/20/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,-0.12
SALES 22,-1,EQUIP26,3,-6.4647,6.6599,10/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0150,CORE1 A 8A. C-01,POWER1,-1
SALES 22,-1.5,EQUIP25,3,-6.4799,6.7701,2/1/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+3,CORE1 A 05. M0225,CORE1 A 8A. B-02,POWER1,-1.5
SALES 22,-3.5,EQUIP18,8,-6.457,7.0329,11/30/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-3.5
SALES 22,-3.5,EQUIP26,6,-6.4566,7.0304,10/17/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+1,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-3.37
SALES 22,-3.75,EQUIP26,4,-6.4604,7.0763,10/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0575,CORE1 A 08. D-05,POWER1,-3.87
SALES 22,-4.25,EQUIP28,5,-6.3823,7.0829,11/13/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M0725,CORE1 B 02. B-07,POWER1,-4.25
SALES 22,-4.75,EQUIP18,1,-6.4664,7.1866,12/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0675,CORE1 A 08. D-06,POWER1,-4.75
SALES 22,-4.75,EQUIP14,5,-6.3442,7.1615,1/3/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M0800,CORE1 B 02. A-08,POWER1,-4.75
SALES 22,-5,EQUIP14,7,-6.3467,7.1999,1/3/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-5
SALES 22,-5,EQUIP14,6,-6.3423,7.1978,1/4/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-5
SALES 22,-5.25,EQUIP28,1,-6.3637,7.244,11/12/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M0875,CORE1 B 02. D-08,POWER1,-5.25
SALES 22,-6,EQUIP26,2,-6.3621,7.4394,10/27/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1025,CORE1 B 02. B-10,POWER1,-6.12
SALES 22,-6.5,EQUIP26,3,-6.3468,7.4269,10/28/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1025,CORE1 B 02. B-10,POWER1,-6.5
SALES 9,-0.75,EQUIP35,2,-6.4855,6.6567,2/1/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,-0.62
SALES 9,-1,EQUIP1,2,-6.5277,6.7453,10/27/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0200,CORE1 A 8A. A-02,POWER1,-1
SALES 9,-2,EQUIP31,7,-6.4869,6.8784,1/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-2
SALES 9,-2,EQUIP31,7,-6.5094,7.0841,1/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-2
SALES 9,-2.5,EQUIP26,1,-6.4903,6.9109,2/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0400,CORE1 A 08. A-04,POWER1,-2.5
SALES 9,-2.75,EQUIP26,7,-6.4986,6.9933,1/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0500,CORE1 A 08. A-05,POWER1,-2.75
SALES 9,-3,EQUIP26,7,-6.4993,7.0022,1/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0500,CORE1 A 08. A-05,POWER1,-2.75
SALES 9,-3.25,EQUIP16,1,-6.3682,7.8228,2/9/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-3.25
SALES 9,-3.25,EQUIP31,7,-6.3392,6.8719,10/17/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M0525,CORE1 B 02. B-05,POWER1,-3.37
SALES 9,-3.75,EQUIP4,1,-6.359,7.0071,1/9/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0650,CORE1 B 02. C-06,POWER1,-3.75
SALES 9,-4,EQUIP16,6,-6.4638,7.1125,2/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+1,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-4
SALES 9,-4.75,EQUIP16,8,-6.3555,7.1369,2/19/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0775,CORE1 B 02. D-07,POWER1,-4.75
SALES 9,-6,EQUIP26,2,-6.3458,7.401,9/29/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1000,CORE1 B 02. A-10,POWER1,-6.12
SALES 9,-6,EQUIP26,6,-6.3533,7.4375,11/9/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M1050,CORE1 B 02. C-10,POWER1,-6.12
SALES 9,-6.5,EQUIP26,6,-6.3543,7.4382,11/9/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M1050,CORE1 B 02. C-10,POWER1,-6.5
SALES 9,-6.5,EQUIP26,5,-6.3551,7.4412,9/29/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1050,CORE1 B 02. C-10,POWER1,-6.5
SALES 9,-7.5,EQUIP26,1,-6.3451,7.6554,11/10/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1200,CORE1 B 02. A-12,POWER1,-7.5
SALES 9,-7.5,EQUIP31,4,-6.3455,7.6391,9/11/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1200,CORE1 B 02. A-12,POWER1,-7.5
SALES 9,-8.5,EQUIP26,2,-6.349,8.175,9/28/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1400,CORE1 B 02. A-14,POWER1,-8.75
SALES 9,-9.5,EQUIP26,2,-6.3414,8.0626,10/13/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1500,CORE1 B 02. A-15,POWER1,-9.5
SALES 9,-9.5,EQUIP31,4,-6.3255,8.114,10/10/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1550,CORE1 B 02. C-15,POWER1,-9.62
SALES 9,-9.5,EQUIP31,4,-6.3256,8.1226,10/12/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1550,CORE1 B 02. C-15,POWER1,-9.62
SALES 9,-10,EQUIP26,7,-6.3554,8.1742,9/29/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1600,CORE1 B 02. A-16,POWER1,-9.87
